Description,Date,Amount,Area,Type
Pago recibido deuda,07/03/2015,"68,85",Deposit,Income
Inversión ETF mensual,01/02/2015,"5,00",Investment,Expenses
Ingreso sueldo mensual,26/02/2015,"98,26",Salary,Income
Compra semanal Alcampo,06/02/2015,"17,71",Food,Expenses
Sushi delivery noche,18/02/2015,"36,76",Food,Expenses
Comida delivery casa,22/02/2015,"3,80",Food,Expenses
Suscripción revista digital,11/02/2015,"70,07",Invoice,Expenses
Amazon Prime renovación,23/02/2015,"10,32",Invoice,Expenses
Ropa compra online,01/02/2015,"56,43",Invoice,Expenses
Pago servicio online,02/02/2015,"36,42",Invoice,Expenses
Escape room amigos,04/02/2015,"4,84",Leisure,Expenses
Actividad cultural ciudad,07/02/2015,"26,53",Leisure,Expenses
Concierto música live,07/02/2015,"22,80",Leisure,Expenses
Cobro servicio prestado,03/02/2015,"53,15",Deposit,Income
Compra acciones tecnología,01/01/2015,"5,00",Investment,Expenses
Ingreso extra proyecto,27/01/2015,"41,53",Salary,Income
Supermercado Día semana,20/01/2015,"13,42",Food,Expenses
Comida rápida mediodía,04/01/2015,"24,15",Food,Expenses
Pedido comida online,28/01/2015,"43,76",Food,Expenses
Vermut aperitivo domingo,05/01/2015,"45,93",Food,Expenses
Suscripción anual servicio,08/01/2015,"73,98",Invoice,Expenses
Recibo domiciliado mensual,08/01/2015,"20,45",Invoice,Expenses
Cuota gimnasio mensual,03/01/2015,"78,43",Invoice,Expenses
Seguro coche mensual,25/01/2015,"56,35",Invoice,Expenses
Compra ocio personal,08/01/2015,"1,12",Leisure,Expenses
Aportación plan ahorro,01/12/2014,"5,00",Investment,Expenses
Nómina mensual empresa,24/12/2014,"43,28",Salary,Income
Almuerzo entre semana,24/12/2014,"36,01",Food,Expenses
Pizza noche viernes,25/12/2014,"34,18",Food,Expenses
Menú del día trabajo,21/12/2014,"40,06",Food,Expenses
Cena romántica restaurante,8/12/2014,"19,65",Food,Expenses
Factura anual dominio web,28/12/2014,"55,83",Invoice,Expenses
Suscripción servicio digital,14/12/2014,"43,95",Invoice,Expenses
Pago servicio online,26/12/2014,"69,25",Invoice,Expenses
Cine tarde semana,16/12/2014,"12,33",Leisure,Expenses
Depósito fondo inversión,01/11/2014,"5,00",Investment,Expenses
Pago nómina trabajo,22/11/2014,"55,02",Salary,Income
Sushi delivery noche,6/11/2014,"31,91",Food,Expenses
Panadería desayunos semana,21/11/2014,"35,41",Food,Expenses
Comida delivery casa,3/11/2014,"46,75",Food,Expenses
Carnicería compra semana,1/11/2014,"43,54",Food,Expenses
Cuota colegio profesional,3/11/2014,"23,93",Invoice,Expenses
Tasa municipal anual,24/11/2014,"72,17",Invoice,Expenses
Factura gas calefacción,11/11/2014,"11,48",Invoice,Expenses
Compra electrónica online,22/11/2014,"12,83",Invoice,Expenses
Partido fútbol estadio,20/11/2014,"18,89",Leisure,Expenses
Evento deporte espectáculo,24/11/2014,"17,28",Leisure,Expenses
Escape room amigos,16/11/2014,"19,35",Leisure,Expenses
Aportación plan pensiones,01/10/2014,"5,00",Investment,Expenses
Salario mes corriente,25/10/2014,"50,64",Salary,Income
Cobro nómina completa,11/10/2014,"53,77",Salary,Income
Alimentación semana corriente,8/10/2014,"35,57",Food,Expenses
Desayuno cafetería trabajo,11/10/2014,"27,75",Food,Expenses
Pizza noche viernes,23/10/2014,"47,53",Food,Expenses
Mantenimiento coche taller,18/10/2014,"66,12",Invoice,Expenses
Ropa compra online,17/10/2014,"10,12",Invoice,Expenses
Tarifa plan datos móvil,5/10/2014,"12,91",Invoice,Expenses
Compra online facturada,5/10/2014,"87,04",Invoice,Expenses
Salida bar copas,4/10/2014,"25,97",Leisure,Expenses
Café con compañeros,5/10/2014,"24,25",Leisure,Expenses
Vermut domingo terraceo,4/10/2014,"18,76",Leisure,Expenses
Aportación cartera bolsa,01/09/2014,"10,00",Investment,Expenses
Ingreso laboral mensual,21/09/2014,"39,04",Salary,Income
Brunch fin semana,24/09/2014,"4,59",Food,Expenses
Mercadona semana despensa,13/09/2014,"19,81",Food,Expenses
Panadería desayunos semana,09/09/2014,"43,44",Food,Expenses
Vermut aperitivo domingo,10/09/2014,"24,16",Food,Expenses
Pago servicio online,15/09/2014,"6,87",Invoice,Expenses
Cuota comunidad propietarios,28/09/2014,"61,28",Invoice,Expenses
Ocio fin de semana,10/09/2014,"4,81",Leisure,Expenses
Concierto música live,10/09/2014,"3,35",Leisure,Expenses
Compra ropa casual,27/09/2014,"7,83",Leisure,Expenses
Compra participaciones fondo,01/08/2014,"5,00",Investment,Expenses
Cobro mensual empleo,20/08/2014,"42,71",Salary,Income
Alimentación semana corriente,27/08/2014,"16,22",Food,Expenses
Pedido comida online,25/08/2014,"47,81",Food,Expenses
Factura gas calefacción,08/08/2014,"88,07",Invoice,Expenses
Recibo agua mensual,08/08/2014,"0,50",Invoice,Expenses
Suscripción anual servicio,12/08/2014,"26,74",Invoice,Expenses
Mantenimiento coche taller,14/08/2014,"80,43",Invoice,Expenses
Streaming plataforma digital,27/08/2014,"26,66",Leisure,Expenses
Salida bar copas,07/08/2014,"23,19",Leisure,Expenses
Cena restaurante semana,01/08/2014,"24,57",Leisure,Expenses
Devolución Hacienda,06/08/2014,"96,45",Deposit,Income
Aportación fondo indexado,01/07/2014,"5,00",Investment,Expenses
Ingreso extra proyecto,23/07/2014,"63,36",Salary,Income
Pizza noche viernes,27/07/2014,"47,46",Food,Expenses
Supermercado Día semana,17/07/2014,"19,22",Food,Expenses
Compra supermercado semanal,28/07/2014,"25,36",Food,Expenses
Hamburguesa comida rápida,28/07/2014,"35,27",Food,Expenses
Compra online facturada,07/07/2014,"80,32",Invoice,Expenses
Recibo parking mensual,20/07/2014,"57,01",Invoice,Expenses
Suscripción software mensual,17/07/2014,"52,08",Invoice,Expenses
Videojuego descarga digital,06/07/2014,"6,80",Leisure,Expenses
Hotel noche viaje,14/07/2014,"66,15",Vacations,Expenses
Visita monumentos viaje,27/07/2014,"94,68",Vacations,Expenses
Inversión renta variable,01/06/2014,"5,00",Investment,Expenses
Salario quincenal trabajo,23/06/2014,"21,17",Salary,Income
Mercadona semana despensa,07/06/2014,"19,81",Food,Expenses
Compra semanal Alcampo,07/06/2014,"16,27",Food,Expenses
Seguro vida mensual,25/06/2014,"76,66",Invoice,Expenses
Compra material deporte,27/06/2014,"81,54",Invoice,Expenses
Paseo turístico ciudad,15/06/2014,"7,43",Leisure,Expenses
Escape room amigos,04/06/2014,"17,47",Leisure,Expenses
Tren reserva vacaciones,16/06/2014,"13,59",Vacations,Expenses
Inversión cartera valores,01/05/2014,"5,00",Investment,Expenses
Ingreso sueldo mensual,24/05/2014,"29,18",Salary,Income
Menú del día trabajo,10/05/2014,"28,85",Food,Expenses
Cena romántica restaurante,22/05/2014,"5,93",Food,Expenses
Factura anual dominio web,13/05/2014,"36,91",Invoice,Expenses
Cuota comunidad propietarios,19/05/2014,"76,89",Invoice,Expenses
Mantenimiento coche taller,10/05/2014,"86,09",Invoice,Expenses
Cuota colegio profesional,16/05/2014,"35,21",Invoice,Expenses
Tarde karting amigos,03/05/2014,"27,60",Leisure,Expenses
Transferencia recibida amigo,07/05/2014,"90,62",Deposit,Income
Inversión bolsa mensual,01/04/2014,"5,00",Investment,Expenses
Pago nómina trabajo,21/04/2014,"69,52",Salary,Income
Vermut aperitivo domingo,19/04/2014,"38,05",Food,Expenses
Frutería mercado local,06/04/2014,"16,80",Food,Expenses
Desayuno cafetería trabajo,17/04/2014,"24,89",Food,Expenses
Pago suscripción app,10/04/2014,"26,21",Invoice,Expenses
Tasa municipal anual,01/04/2014,"58,99",Invoice,Expenses
Netflix suscripción mensual,12/04/2014,"22,15",Leisure,Expenses
Inversión ETF mensual,01/03/2014,"5,00",Investment,Expenses
Cobro nómina completa,28/03/2014,"68,10",Salary,Income
Alimentación semana corriente,10/03/2014,"14,73",Food,Expenses
Hamburguesa comida rápida,18/03/2014,"21,94",Food,Expenses
Suscripción revista digital,18/03/2014,"17,53",Invoice,Expenses
Compra online facturada,07/03/2014,"84,14",Invoice,Expenses
Compra ocio personal,08/03/2014,"1,56",Leisure,Expenses
Tarde cine ciudad,14/03/2014,"18,92",Leisure,Expenses
Alquiler bici turismo,11/03/2014,"19,80",Vacations,Expenses
Compra acciones tecnología,01/02/2014,"10,00",Investment,Expenses
Pago horas extra,25/02/2014,"34,58",Salary,Income
Pizza noche viernes,24/02/2014,"4,25",Food,Expenses
Cena romántica restaurante,06/02/2014,"45,48",Food,Expenses
Comida rápida mediodía,09/02/2014,"11,14",Food,Expenses
Compra diaria alimentación,22/02/2014,"37,22",Food,Expenses
Recibo parking mensual,10/02/2014,"63,84",Invoice,Expenses
Suscripción software mensual,28/02/2014,"50,73",Invoice,Expenses
Seguro hogar anual,08/02/2014,"78,60",Invoice,Expenses
Noche fútbol bar,16/02/2014,"23,15",Leisure,Expenses
Entrada teatro obra,28/02/2014,"22,33",Leisure,Expenses
Tarde museo exposición,12/02/2014,"22,98",Leisure,Expenses
Aportación índice bursátil,01/01/2014,"5,00",Investment,Expenses
Cobro mensual empleo,28/01/2014,"45,50",Salary,Income
Almuerzo entre semana,03/01/2014,"15,15",Food,Expenses
Cena casa amigos,04/01/2014,"10,52",Food,Expenses
Menú del día trabajo,12/01/2014,"8,93",Food,Expenses
Ropa compra online,03/01/2014,"56,95",Invoice,Expenses
Suscripción servicio digital,28/01/2014,"19,71",Invoice,Expenses
Seguro vida mensual,14/01/2014,"10,40",Invoice,Expenses
Cuota colegio profesional,21/01/2014,"39,13",Invoice,Expenses
Salida bar copas,23/01/2014,"6,05",Leisure,Expenses
Aperitivo domingo amigos,02/01/2014,"29,74",Leisure,Expenses
Ingreso extra varios,02/01/2014,"66,30",Deposit,Income
Aportación plan pensiones,01/12/2013,"5,00",Investment,Expenses
Nómina mensual empresa,25/12/2013,"21,54",Salary,Income
Compra semanal Alcampo,16/12/2013,"40,82",Food,Expenses
Compra Lidl alimentación,6/12/2013,"17,45",Food,Expenses
Factura teléfono móvil,8/12/2013,"77,38",Invoice,Expenses
Seguro coche mensual,27/12/2013,"24,90",Invoice,Expenses
Recibo seguro médico,25/12/2013,"57,26",Invoice,Expenses
Escape room amigos,1/12/2013,"16,98",Leisure,Expenses
Ingreso venta objeto,5/12/2013,"69,39",Deposit,Income
Café con compañeros,20/12/2013,"7,09",Leisure,Expenses
Aportación fondo indexado,01/11/2013,"5,00",Investment,Expenses
Ingreso laboral mensual,23/11/2013,"62,28",Salary,Income
Supermercado Día semana,10/11/2013,"30,84",Food,Expenses
Brunch fin semana,15/11/2013,"39,42",Food,Expenses
Cuota plataforma web,10/11/2013,"88,50",Invoice,Expenses
Seguro hogar anual,14/11/2013,"43,98",Invoice,Expenses
Factura gas calefacción,4/11/2013,"54,10",Invoice,Expenses
Evento deporte espectáculo,17/11/2013,"6,88",Leisure,Expenses
Spotify música mensual,12/11/2013,"4,87",Leisure,Expenses
Inversión pequeña bolsa,01/10/2013,"10,00",Investment,Expenses
Cobro trabajo freelance,28/10/2013,"19,55",Salary,Income
Sushi delivery noche,24/10/2013,"25,53",Food,Expenses
Compra supermercado semanal,3/10/2013,"28,61",Food,Expenses
Tapas bar con amigos,6/10/2013,"21,94",Food,Expenses
Tarifa plan datos móvil,15/10/2013,"47,32",Invoice,Expenses
Factura anual dominio web,25/10/2013,"69,50",Invoice,Expenses
Compra electrónica online,16/10/2013,"80,14",Invoice,Expenses
Compra online facturada,16/10/2013,"30,57",Invoice,Expenses
Compra ocio personal,9/10/2013,"10,13",Leisure,Expenses
Aportación mínima fondo,01/09/2013,"10,00",Investment,Expenses
Cobro trabajo mes,26/09/2013,"66,19",Salary,Income
Pedido comida online,15/09/2013,"46,47",Food,Expenses
Alimentación semana corriente,01/09/2013,"23,74",Food,Expenses
Cuota gimnasio mensual,13/09/2013,"46,73",Invoice,Expenses
Seguro vida mensual,06/09/2013,"80,52",Invoice,Expenses
Compra ropa casual,22/09/2013,"25,88",Leisure,Expenses
Inversión periódica automatizada,01/08/2013,"5,00",Investment,Expenses
Ingreso extra proyecto,25/08/2013,"68,33",Salary,Income
Cena casa amigos,20/08/2013,"20,19",Food,Expenses
Desayuno cafetería trabajo,10/08/2013,"45,65",Food,Expenses
Compra grande mensual,03/08/2013,"16,02",Food,Expenses
Compra semanal Alcampo,05/08/2013,"38,54",Food,Expenses
Cuota colegio profesional,19/08/2013,"74,50",Invoice,Expenses
Cuota plataforma web,02/08/2013,"9,13",Invoice,Expenses
Suscripción revista digital,20/08/2013,"42,02",Invoice,Expenses
Ocio fin de semana,27/08/2013,"23,36",Leisure,Expenses
Inversión renta variable,01/07/2013,"5,00",Investment,Expenses
Pago trabajo puntual,21/07/2013,"32,62",Salary,Income
Transferencia nómina empresa,16/07/2013,"56,23",Salary,Income
Vermut aperitivo domingo,11/07/2013,"33,92",Food,Expenses
Comida rápida mediodía,09/07/2013,"36,69",Food,Expenses
Factura gas calefacción,11/07/2013,"38,18",Invoice,Expenses
Factura luz mes,09/07/2013,"46,87",Invoice,Expenses
Suscripción servicio digital,26/07/2013,"38,39",Invoice,Expenses
Cuota gimnasio mensual,07/07/2013,"60,35",Invoice,Expenses
Paseo turístico ciudad,06/07/2013,"10,85",Leisure,Expenses
Actividad cultural ciudad,05/07/2013,"23,50",Leisure,Expenses
Snorkel playa vacaciones,24/07/2013,"108,01",Vacations,Expenses
Seguro viaje contratado,27/07/2013,"169,31",Vacations,Expenses
Compra participaciones fondo,01/06/2013,"10,00",Investment,Expenses
Pago nómina trabajo,28/06/2013,"62,48",Salary,Income
Nómina mensual empresa,13/06/2013,"48,91",Salary,Income
Mercadona semana despensa,26/06/2013,"40,97",Food,Expenses
Almuerzo entre semana,05/06/2013,"32,87",Food,Expenses
Cuota comunidad propietarios,07/06/2013,"20,49",Invoice,Expenses
Recibo parking mensual,06/06/2013,"8,99",Invoice,Expenses
Tarde cine ciudad,18/06/2013,"26,74",Leisure,Expenses
Ingreso freelance extra,17/06/2013,"81,33",Deposit,Income
Aportación cartera bolsa,01/05/2013,"10,00",Investment,Expenses
Salario quincenal trabajo,23/05/2013,"47,55",Salary,Income
Cobro nómina completa,09/05/2013,"11,79",Salary,Income
Panadería desayunos semana,12/05/2013,"42,47",Food,Expenses
Sushi delivery noche,23/05/2013,"35,39",Food,Expenses
Supermercado Día semana,25/05/2013,"20,31",Food,Expenses
Pedido comida online,12/05/2013,"18,13",Food,Expenses
Suscripción software mensual,23/05/2013,"2,07",Invoice,Expenses
Seguro vida mensual,09/05/2013,"50,87",Invoice,Expenses
Cine tarde semana,09/05/2013,"2,01",Leisure,Expenses
Partido fútbol estadio,23/05/2013,"18,37",Leisure,Expenses
Devolución pago exceso,13/05/2013,"74,56",Deposit,Income
Aportación plan ahorro,01/04/2013,"10,00",Investment,Expenses
Cobro trabajo mes,22/04/2013,"45,33",Salary,Income
Cena casa amigos,06/04/2013,"48,59",Food,Expenses
Comida delivery casa,01/04/2013,"24,87",Food,Expenses
Pago servicio online,17/04/2013,"87,42",Invoice,Expenses
Servicio profesional puntual,14/04/2013,"57,04",Invoice,Expenses
Pago suscripción app,19/04/2013,"79,71",Invoice,Expenses
Tasa municipal anual,23/04/2013,"55,55",Invoice,Expenses
Noche fútbol bar,12/04/2013,"23,82",Leisure,Expenses
Aperitivo domingo amigos,23/04/2013,"18,78",Leisure,Expenses
Tarde museo exposición,11/04/2013,"16,81",Leisure,Expenses
Transferencia familiar recibida,25/04/2013,"67,57",Deposit,Income
Inversión periódica fondo,01/03/2013,"5,00",Investment,Expenses
Pago trabajo puntual,22/03/2013,"49,25",Salary,Income
Compra grande mensual,26/03/2013,"24,89",Food,Expenses
Alimentación semana corriente,28/03/2013,"49,06",Food,Expenses
Cena entre semana,11/03/2013,"39,13",Food,Expenses
Compra diaria alimentación,09/03/2013,"31,61",Food,Expenses
Factura luz mes,09/03/2013,"74,92",Invoice,Expenses
Seguro coche mensual,16/03/2013,"23,67",Invoice,Expenses
Amazon Prime renovación,18/03/2013,"68,49",Invoice,Expenses
Mantenimiento coche taller,05/03/2013,"78,22",Invoice,Expenses
HBO suscripción mensual,28/03/2013,"2,14",Leisure,Expenses
Tour ciudad vacaciones,18/03/2013,"17,19",Vacations,Expenses
Depósito fondo inversión,01/02/2013,"5,00",Investment,Expenses
Ingreso sueldo mensual,25/02/2013,"41,12",Salary,Income
Almuerzo entre semana,20/02/2013,"17,58",Food,Expenses
Panadería desayunos semana,19/02/2013,"23,43",Food,Expenses
Comida rápida mediodía,21/02/2013,"17,57",Food,Expenses
Cuota gimnasio mensual,03/02/2013,"57,71",Invoice,Expenses
Factura gas calefacción,20/02/2013,"66,82",Invoice,Expenses
Seguro vida mensual,24/02/2013,"20,99",Invoice,Expenses
Salida bar copas,04/02/2013,"11,80",Leisure,Expenses
Ingreso trabajo esporádico,23/02/2013,"97,51",Deposit,Income
Inversión S&P500,01/01/2013,"5,00",Investment,Expenses
Ingreso laboral mensual,21/01/2013,"41,56",Salary,Income
Salario mes corriente,14/01/2013,"12,82",Salary,Income
Cena romántica restaurante,04/01/2013,"32,91",Food,Expenses
Pedido comida online,16/01/2013,"20,01",Food,Expenses
Menú del día trabajo,07/01/2013,"42,79",Food,Expenses
Cuota plataforma web,13/01/2013,"6,81",Invoice,Expenses
Cuota comunidad propietarios,13/01/2013,"68,58",Invoice,Expenses
Recibo parking mensual,19/01/2013,"67,40",Invoice,Expenses
Tarde spa relax,08/01/2013,"13,37",Leisure,Expenses
Concierto música live,25/01/2013,"21,86",Leisure,Expenses
Aportación índice bursátil,01/12/2012,"10,00",Investment,Expenses
Pago horas extra,27/12/2012,"27,08",Salary,Income
Brunch fin semana,10/12/2012,"44,81",Food,Expenses
Alimentación semana corriente,17/12/2012,"31,16",Food,Expenses
Sushi delivery noche,16/12/2012,"40,67",Food,Expenses
Factura anual dominio web,11/12/2012,"34,26",Invoice,Expenses
Factura luz mes,9/12/2012,"3,80",Invoice,Expenses
Actividad cultural ciudad,23/12/2012,"4,21",Leisure,Expenses
Streaming plataforma digital,7/12/2012,"16,44",Leisure,Expenses
Cine tarde semana,5/12/2012,"18,64",Leisure,Expenses
Cobro deuda pendiente,25/12/2012,"91,69",Deposit,Income
Inversión bolsa mensual,01/11/2012,"10,00",Investment,Expenses
Ingreso trabajo parcial,21/11/2012,"62,88",Salary,Income
Mercadona semana despensa,3/11/2012,"5,63",Food,Expenses
Compra diaria alimentación,24/11/2012,"18,22",Food,Expenses
Factura teléfono móvil,1/11/2012,"24,60",Invoice,Expenses
Pago suscripción app,7/11/2012,"28,57",Invoice,Expenses
Seguro coche mensual,16/11/2012,"89,11",Invoice,Expenses
Compra electrónica online,4/11/2012,"19,75",Invoice,Expenses
Compra libros ocio,25/11/2012,"22,73",Leisure,Expenses
Salida bar copas,20/11/2012,"13,64",Leisure,Expenses
Inversión pequeña bolsa,01/10/2012,"5,00",Investment,Expenses
Pago nómina trabajo,21/10/2012,"27,49",Salary,Income
Supermercado Día semana,14/10/2012,"20,02",Food,Expenses
Compra Lidl alimentación,27/10/2012,"46,51",Food,Expenses
Ropa compra online,10/10/2012,"33,78",Invoice,Expenses
Compra material deporte,11/10/2012,"52,93",Invoice,Expenses
Mantenimiento coche taller,16/10/2012,"17,03",Invoice,Expenses
Videojuego descarga digital,13/10/2012,"23,10",Leisure,Expenses
Concierto música live,2/10/2012,"12,35",Leisure,Expenses
Micro inversión fondo,01/09/2012,"10,00",Investment,Expenses
Transferencia nómina empresa,28/09/2012,"58,35",Salary,Income
Ingreso sueldo mensual,08/09/2012,"52,96",Salary,Income
Tapas bar con amigos,08/09/2012,"10,07",Food,Expenses
Comida rápida mediodía,19/09/2012,"12,93",Food,Expenses
Compra grande mensual,09/09/2012,"25,84",Food,Expenses
Menú del día trabajo,25/09/2012,"23,54",Food,Expenses
Factura anual dominio web,26/09/2012,"52,82",Invoice,Expenses
Recibo seguro médico,26/09/2012,"9,84",Invoice,Expenses
Pago mensual almacenamiento,27/09/2012,"74,45",Invoice,Expenses
HBO suscripción mensual,28/09/2012,"7,56",Leisure,Expenses
Tarde spa relax,08/09/2012,"2,43",Leisure,Expenses
Actividad cultural ciudad,06/09/2012,"28,12",Leisure,Expenses
Aportación fondo indexado,01/08/2012,"10,00",Investment,Expenses
Ingreso extra proyecto,28/08/2012,"46,24",Salary,Income
Panadería desayunos semana,11/08/2012,"45,23",Food,Expenses
Compra semanal Alcampo,18/08/2012,"47,13",Food,Expenses
Compra supermercado semanal,12/08/2012,"13,77",Food,Expenses
Alimentación semana corriente,14/08/2012,"14,31",Food,Expenses
Tasa municipal anual,07/08/2012,"44,97",Invoice,Expenses
Suscripción software mensual,28/08/2012,"25,33",Invoice,Expenses
Recibo domiciliado mensual,23/08/2012,"13,38",Invoice,Expenses
Tarde karting amigos,04/08/2012,"13,35",Leisure,Expenses
Paseo barco vacaciones,20/08/2012,"37,22",Vacations,Expenses
Parking aeropuerto reserva,28/08/2012,"169,48",Vacations,Expenses
Crucero día excursión,25/08/2012,"123,62",Vacations,Expenses
Aportación cartera bolsa,01/07/2012,"5,00",Investment,Expenses
Pago trabajo puntual,23/07/2012,"50,52",Salary,Income
Comida rápida mediodía,05/07/2012,"23,23",Food,Expenses
Vermut aperitivo domingo,05/07/2012,"28,93",Food,Expenses
Cuota plataforma web,14/07/2012,"64,15",Invoice,Expenses
Cuota colegio profesional,14/07/2012,"89,70",Invoice,Expenses
Factura internet fibra,25/07/2012,"13,28",Invoice,Expenses
Streaming plataforma digital,21/07/2012,"28,12",Leisure,Expenses
Tarde museo exposición,27/07/2012,"1,28",Leisure,Expenses
Ruta senderismo organizada,18/07/2012,"123,39",Vacations,Expenses
Snorkel playa vacaciones,12/07/2012,"126,50",Vacations,Expenses
Compra acciones tecnología,01/06/2012,"5,00",Investment,Expenses
Cobro nómina completa,22/06/2012,"51,53",Salary,Income
Cobro trabajo freelance,16/06/2012,"19,28",Salary,Income
Cena romántica restaurante,11/06/2012,"36,39",Food,Expenses
Compra Lidl alimentación,26/06/2012,"2,55",Food,Expenses
Amazon Prime renovación,27/06/2012,"1,55",Invoice,Expenses
Pago suscripción app,26/06/2012,"20,16",Invoice,Expenses
Factura gas calefacción,05/06/2012,"6,11",Invoice,Expenses
Clase yoga mensual,07/06/2012,"18,22",Leisure,Expenses
Entrada teatro obra,07/06/2012,"29,17",Leisure,Expenses
Aportación plan pensiones,01/05/2012,"10,00",Investment,Expenses
Ingreso laboral mensual,20/05/2012,"57,15",Salary,Income
Cena entre semana,26/05/2012,"4,10",Food,Expenses
Compra supermercado semanal,22/05/2012,"25,49",Food,Expenses
Supermercado Día semana,08/05/2012,"34,66",Food,Expenses
Compra grande mensual,24/05/2012,"32,97",Food,Expenses
Seguro hogar anual,25/05/2012,"25,64",Invoice,Expenses
Suscripción revista digital,25/05/2012,"73,75",Invoice,Expenses
Vermut domingo terraceo,09/05/2012,"24,34",Leisure,Expenses
Tarde spa relax,09/05/2012,"20,19",Leisure,Expenses
Tarde karting amigos,20/05/2012,"8,52",Leisure,Expenses
Reembolso compra anterior,24/05/2012,"49,04",Deposit,Income
Compra ETF mensual,01/04/2012,"5,00",Investment,Expenses
Pago horas extra,24/04/2012,"67,20",Salary,Income
Compra diaria alimentación,06/04/2012,"28,87",Food,Expenses
Panadería desayunos semana,26/04/2012,"12,63",Food,Expenses
Cuota colegio profesional,17/04/2012,"79,28",Invoice,Expenses
Factura teléfono móvil,05/04/2012,"18,78",Invoice,Expenses
Cine tarde semana,11/04/2012,"7,82",Leisure,Expenses
Escape room amigos,26/04/2012,"3,21",Leisure,Expenses
Tarde cine ciudad,17/04/2012,"19,83",Leisure,Expenses
Ingreso extra varios,16/04/2012,"71,29",Deposit,Income
Inversión renta variable,01/03/2012,"5,00",Investment,Expenses
Salario mes corriente,22/03/2012,"23,19",Salary,Income
Compra Lidl alimentación,16/03/2012,"12,23",Food,Expenses
Compra semanal Alcampo,01/03/2012,"25,14",Food,Expenses
Almuerzo entre semana,25/03/2012,"29,77",Food,Expenses
Recibo seguro médico,09/03/2012,"71,43",Invoice,Expenses
Seguro vida mensual,28/03/2012,"70,84",Invoice,Expenses
Salida bar copas,14/03/2012,"22,84",Leisure,Expenses
Ingreso freelance extra,05/03/2012,"16,30",Deposit,Income
Aportación mínima fondo,01/02/2012,"10,00",Investment,Expenses
Cobro trabajo mes,25/02/2012,"54,01",Salary,Income
Transferencia nómina empresa,09/02/2012,"26,82",Salary,Income
Carnicería compra semana,11/02/2012,"39,95",Food,Expenses
Cena entre semana,05/02/2012,"30,34",Food,Expenses
Tapas bar con amigos,26/02/2012,"29,32",Food,Expenses
Tasa municipal anual,24/02/2012,"18,98",Invoice,Expenses
Suscripción anual servicio,01/02/2012,"8,51",Invoice,Expenses
Servicio profesional puntual,24/02/2012,"13,33",Invoice,Expenses
Actividad deportiva semana,26/02/2012,"26,16",Leisure,Expenses
Compra ocio personal,01/02/2012,"14,04",Leisure,Expenses
Pago recibido deuda,13/02/2012,"10,48",Deposit,Income
Inversión cartera valores,01/01/2012,"5,00",Investment,Expenses
Pago nómina trabajo,27/01/2012,"54,32",Salary,Income
Compra grande mensual,20/01/2012,"33,40",Food,Expenses
Alimentación semana corriente,05/01/2012,"12,72",Food,Expenses
Menú del día trabajo,14/01/2012,"26,47",Food,Expenses
Compra Lidl alimentación,19/01/2012,"29,45",Food,Expenses
Recibo domiciliado mensual,06/01/2012,"9,05",Invoice,Expenses
Recibo agua mensual,05/01/2012,"7,76",Invoice,Expenses
Aperitivo domingo amigos,21/01/2012,"28,19",Leisure,Expenses
HBO suscripción mensual,04/01/2012,"12,86",Leisure,Expenses
Micro inversión fondo,01/12/2011,"15,00",Investment,Expenses
Nómina mensual empresa,28/12/2011,"43,29",Salary,Income
Alimentación semana corriente,16/12/2011,"39,49",Food,Expenses
Almuerzo entre semana,3/12/2011,"20,19",Food,Expenses
Recibo agua mensual,9/12/2011,"9,51",Invoice,Expenses
Cuota plataforma web,6/12/2011,"43,96",Invoice,Expenses
Recibo seguro médico,20/12/2011,"47,24",Invoice,Expenses
Noche fútbol bar,3/12/2011,"14,73",Leisure,Expenses
Tarde cine ciudad,12/12/2011,"20,97",Leisure,Expenses
Aportación plan ahorro,01/11/2011,"15,00",Investment,Expenses
Salario mes corriente,23/11/2011,"28,03",Salary,Income
Pedido comida online,22/11/2011,"26,20",Food,Expenses
Compra diaria alimentación,28/11/2011,"2,86",Food,Expenses
Pizza noche viernes,10/11/2011,"33,10",Food,Expenses
Seguro coche mensual,13/11/2011,"29,63",Invoice,Expenses
Cuota comunidad propietarios,21/11/2011,"2,63",Invoice,Expenses
Suscripción anual servicio,15/11/2011,"32,96",Invoice,Expenses
Compra ocio personal,26/11/2011,"12,58",Leisure,Expenses
Inversión periódica automatizada,01/10/2011,"10,00",Investment,Expenses
Cobro trabajo freelance,22/10/2011,"50,09",Salary,Income
Cena entre semana,9/10/2011,"34,82",Food,Expenses
Carnicería compra semana,15/10/2011,"22,03",Food,Expenses
Factura luz mes,2/10/2011,"43,33",Invoice,Expenses
Recibo agua mensual,9/10/2011,"17,62",Invoice,Expenses
Paseo turístico ciudad,28/10/2011,"6,82",Leisure,Expenses
Aportación mínima fondo,01/09/2011,"5,00",Investment,Expenses
Cobro mensual empleo,23/09/2011,"75,67",Salary,Income
Frutería mercado local,10/09/2011,"4,91",Food,Expenses
Mercadona semana despensa,14/09/2011,"18,54",Food,Expenses
Cena romántica restaurante,03/09/2011,"30,24",Food,Expenses
Suscripción servicio digital,18/09/2011,"45,53",Invoice,Expenses
Recibo domiciliado mensual,12/09/2011,"31,15",Invoice,Expenses
Cine tarde semana,14/09/2011,"1,52",Leisure,Expenses
